Date,returns,dd_10,sortino_20,sortino_60,target_SMA_200
1960-01-05,60.38999938964844,0.0020418277082513,0.2582632261104431,0.0819725126499781,55.850649986267086
1960-01-06,60.130001068115234,0.0019722755608053,0.3446281387341747,0.1044932391778626,55.82124998092652
1960-01-07,59.68999862670898,0.0022081733192772,0.2744148891594629,0.0893763838778777,55.792099990844726
1960-01-08,59.5,0.0028568748924741,0.1652090874720443,0.0650045711517295,55.763199996948245
1960-01-11,58.77000045776367,0.002880251225378,0.1241127815515775,0.054553840616513,55.73284999847412
1960-01-12,58.40999984741211,0.0042362305115927,-0.0101154767656325,0.0165794544658602,55.70180000305176
1960-01-13,58.08000183105469,0.004390005753837,-0.0632923161235319,-0.0011504777217595,55.676649990081785
1960-01-14,58.400001525878906,0.0044867812829281,-0.1090098773592838,-0.0171925550889994,55.65274997711182
1960-01-15,58.380001068115234,0.0043339450411202,-0.0617686885945819,-0.0023046123182067,55.627899971008304
1960-01-18,57.88999938964844,0.0041872532876886,-0.0651170140449728,-0.0036625565703732,55.6053999710083
1960-01-19,57.27000045776367,0.0045952723999044,-0.1295667972908175,-0.0269252946327954,55.58874996185303
1960-01-20,57.06999969482422,0.005240879396116,-0.1962906282280666,-0.0546376141991892,55.57449996948242
1960-01-21,57.209999084472656,0.0051426667489663,-0.2184636860415732,-0.0637178360364272,55.56059997558594
1960-01-22,57.380001068115234,0.0049674886403804,-0.1970843500905033,-0.0571128625246231,55.54819997787476
1960-01-25,56.77999877929688,0.0047982777412649,-0.1716366016329432,-0.0490432964693185,55.53984998703003
1960-01-26,56.86000061035156,0.0053741261179837,-0.2307948419357362,-0.0748495102731269,55.53229997634888
1960-01-27,56.720001220703125,0.0051910636535843,-0.2174889971287411,-0.0709490671985923,55.53084997177124
1960-01-28,56.130001068115234,0.005054656208308,-0.2320913267001739,-0.0771411929606931,55.52954996109009
1960-01-29,55.61000061035156,0.0055821658502034,-0.2833747891135752,-0.1013163532102753,55.52944995880127
1960-02-01,55.959999084472656,0.0059055090715029,-0.3253340753811785,-0.1220086528831536,55.52869997024536
1960-02-02,56.81999969482422,0.0057043457529599,-0.2781115685749306,-0.1056735445168407,55.523099975585936
1960-02-03,56.31999969482422,0.0055100347955321,-0.1689191127859214,-0.0664423669610081,55.51924997329712
1960-02-04,56.27000045776367,0.0057930068891543,-0.2172206185829935,-0.0871065216782451,55.51699996948242
1960-02-05,55.97999954223633,0.0056003940743888,-0.2203770033405553,-0.0891141322167739,55.51674997329712
